Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
TXT,Textron Inc. Common Stock,$83.47,0.33,0.397%,14709422622.00,United States,,1910235,Industrials,Aerospace
TY,Tri Continental Corporation Common Stock,$34.78,0.19,0.549%,1890325519.00,United States,,35963,Finance,Finance Companies
TY^,Tri Continental Corporation Preferred Stock,$44.68,-0.5422,-1.199%,,United States,,168,,
TYG,Tortoise Energy Infrastructure Corporation Common Stock,$43.10,0.18,0.419%,514092619.00,United States,2004,121190,Finance,Investment Managers
TYL,Tyler Technologies Inc. Common Stock,$469.33,2.70,0.579%,20194203582.00,United States,,289259,Technology,Computer Software: Prepackaged Software
U,Unity Software Inc. Common Stock,$45.78,1.63,3.692%,19589849953.00,United States,2020,7423901,Technology,Computer Software: Prepackaged Software
UA,Under Armour Inc. Class C Common Stock,$4.34,-0.01,-0.23%,1839679831.00,United States,2016,3064035,Consumer Discretionary,Apparel
UAA,Under Armour Inc. Class A Common Stock,$4.55,0.02,0.442%,1928696597.00,United States,,6201302,Consumer Discretionary,Apparel
UAN,CVR Partners LP Common Units representing Limited Partner Interests,$94.27,-0.72,-0.758%,996399680.00,United States,2011,21629,Industrials,Agricultural Chemicals
UBER,Uber Technologies Inc. Common Stock,$91.32,0.33,0.363%,189747470393.00,United States,2019,11150227,Real Estate,Real Estate
UBS,UBS Group AG Registered Ordinary Shares,$40.64,1.83,4.715%,129024898201.00,Switzerland,2014,6308250,Finance,Major Banks
UCB,United Community Banks Inc. Common Stock,$31.11,-0.25,-0.797%,3781635346.00,United States,2024,427572,Finance,Major Banks
UDR,UDR Inc. Common Stock,$35.20,-0.02,-0.057%,11633100864.00,United States,,2071872,Real Estate,Real Estate Investment Trusts
UE,Urban Edge Properties Common Shares of Beneficial Interest,$19.26,0.14,0.732%,2423941761.00,United States,2015,739845,Finance,Real Estate
UFI,Unifi Inc. New Common Stock,$3.13,-0.16,-4.863%,57468875.00,United States,,212828,Consumer Discretionary,Textiles
UGI,UGI Corporation Common Stock,$37.51,0.11,0.294%,8046942017.00,United States,,3295000,Utilities,Natural Gas Distribution
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),$3.99,-0.37,-8.486%,4317469646.00,Brazil,,3020425,Utilities,Oil/Gas Transmission
UHAL,U-Haul Holding Company Common Stock,$52.46,-0.42,-0.794%,10286245585.00,United States,2022,204090,Consumer Discretionary,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,$231.08,0.49,0.212%,14438452865.00,United States,,398049,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,$39.84,-0.18,-0.45%,552724941.00,United States,,59092,Real Estate,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,$577.92,9.44,1.661%,34963960618.00,United States,,79328,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,$2.82,0.01,0.356%,201083219.00,United States,,672966,Technology,EDP Services
UL,Unilever PLC Common Stock,$59.48,0.37,0.626%,145840113213.00,United Kingdom,,4005524,Consumer Discretionary,Package Goods/Cosmetics
ULS,UL Solutions Inc. Class A Common Stock,$76.60,-0.14,-0.182%,15397537201.00,United States,2024,4291134,Health Care,Precision Instruments
UMC,United Microelectronics Corporation (NEW) Common Stock,$8.02,0.15,1.906%,20147389114.00,Taiwan,,10655232,Technology,Semiconductors
UMH,UMH Properties Inc. Common Stock,$15.32,0.03,0.196%,1305733864.00,United States,1994,467714,Real Estate,Real Estate Investment Trusts
UMH^D,UMH Properties Inc. 6.375% Series D Cumulative Redeemable Preferred Stock Liquidation Preference $25 per share,$21.69,-0.09,-0.413%,,United States,,25533,,
UNF,Unifirst Corporation Common Stock,$181.22,3.37,1.895%,3283148967.00,United States,,146330,Consumer Discretionary,Other Consumer Services
UNFI,United Natural Foods Inc. Common Stock,$34.11,0.00,0.00%,2078384278.00,United States,2019,941948,Consumer Discretionary,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),$330.91,-2.58,-0.774%,299751057744.00,United States,,5895796,Health Care,Medical Specialities
UNM,Unum Group Common Stock,$74.29,0.95,1.295%,12431039974.00,United States,,1320398,Finance,Accident &Health Insurance
UNMA,Unum Group 6.250% Junior Subordinated Notes due 2058,$23.72,0.07,0.296%,4039830053.00,United States,2018,43557,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,$235.31,-1.98,-0.834%,139576688791.00,United States,,2494658,Industrials,Railroads
UP,Wheels Up Experience Inc. Class A Common Stock,$0.605,-0.0548,-8.306%,436633254.00,Singapore,2020,2288740,Consumer Discretionary,Transportation Services
UPS,United Parcel Service Inc. Common Stock,$94.87,0.11,0.116%,80486341777.00,United States,1999,5521937,Industrials,Trucking Freight/Courier Services
URI,United Rentals Inc. Common Stock,$796.91,-10.83,-1.341%,50707500446.00,United States,1997,697529,Consumer Discretionary,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,$6.17,0.04,0.653%,0.00,United States,1986,1775183,Finance,Finance Companies
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,$24.27,-0.21,-0.858%,2977576381.00,United States,2013,284243,Utilities,Natural Gas Distribution
USB,U.S. Bancorp Common Stock,$51.26,-0.11,-0.214%,79680290274.00,United States,,7693473,Finance,Major Banks
USB^A,U.S. Bancorp Depositary Shares Each representing a 1/100th interest in a share of Series A Non-CumulativePerpetual Pfd Stock,$793.88,4.13,0.523%,,United States,,736,,
USB^H,U.S. Bancorp Depositary Shares repstg 1/1000th Pfd Ser B,$18.90,0.24,1.286%,,United States,,303170,,
USB^P,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series K Non-Cumulative Perpetual Preferred Stock,$22.62,0.00,0.00%,,United States,,61115,,
USB^Q,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series L Non-Cumulative Perpetual Preferred Stock,$15.1402,-0.0398,-0.262%,,United States,,76157,,
USB^R,U.S. Bancorp Depositary Shares Each Representing a 1/1000th Interest in a Share of Series M Non-Cumulative Perpetual Preferred Stock,$16.25,0.00,0.00%,,United States,,109348,,
USB^S,U.S. Bancorp Depositary Shares each representing a 1/1000th interest in a share of Series O Non-Cumulative Perpetual Preferred Stock,$18.14,-0.04,-0.22%,,United States,,89835,,
USFD,US Foods Holding Corp. Common Stock,$75.20,-0.95,-1.248%,16765194182.00,United States,2016,2191830,Consumer Discretionary,Food Distributors
USNA,USANA Health Sciences Inc. Common Stock,$19.87,0.26,1.326%,363240629.00,United States,,105936,Health Care, Medicinal Chemicals and Botanical Products 
USPH,U.S. Physical Therapy Inc. Common Stock,$75.03,-1.27,-1.664%,1140765049.00,United States,1992,174403,Health Care,Medical/Nursing Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,$23.91,-0.03,-0.125%,0.00,United States,2004,415007,Finance,Finance Companies
UTI,Universal Technical Institute Inc Common Stock,$25.50,-0.58,-2.224%,1387961660.00,United States,2003,1510506,Real Estate,Other Consumer Services
UTL,UNITIL Corporation Common Stock,$47.87,-0.42,-0.87%,857581141.00,United States,1985,90504,Utilities,Power Generation
UTZ,Utz Brands Inc Class A Common Stock ,$9.58,0.04,0.419%,1368587055.00,United States,2018,1399485,Consumer Staples,Packaged Foods
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,$31.13,-0.86,-2.688%,873161666.00,United States,,151493,Finance,Property-Casualty Insurers
UVV,Universal Corporation Common Stock,$52.25,0.00,0.00%,1302130349.00,United States,,128258,Industrials,Farming/Seeds/Milling
UWMC,UWM Holdings Corporation Class A Common Stock,$5.73,-0.07,-1.207%,9167345233.00,United States,,8417600,Finance,Finance: Consumer Services
UZD,Array Digital Infrastructure Inc. 6.250% Senior Notes due 2069,$20.54,0.11,0.538%,1766440000.00,United States,2020,1890,Telecommunications,Telecommunications Equipment
UZE,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,$17.94,0.09,0.504%,1542840000.00,United States,2020,5280,Telecommunications,Telecommunications Equipment
UZF,Array Digital Infrastructure Inc. 5.500% Senior Notes due 2070,$18.09,0.19,1.061%,1555740000.00,United States,2021,21132,Telecommunications,Telecommunications Equipment
V,Visa Inc.,$331.24,4.14,1.266%,637877187755.00,United States,,5266591,Real Estate,Real Estate
VAC,Marriott Vacations Worldwide Corporation Common Stock,$55.08,0.34,0.621%,1906538624.00,United States,,678933,Finance,Real Estate
VACI,Viking Acquisition Corp. I Class A Ordinary Shares,$9.915,0.005,0.05%,0.00,,2025,235,Telecommunications,Telecommunications Equipment
VAL,Valaris Limited Common Shares,$59.93,0.33,0.554%,4169766271.00,United States,2021,1098715,Energy,Oil & Gas Production
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,$12.90,-0.66,-4.867%,55067246352.00,Brazil,,77134908,Basic Materials,Metal Mining
VATE,INNOVATE Corp. Common Stock,$4.92,0.06,1.235%,67182905.00,United States,,6806,Industrials,Metal Fabrications
VBF,Invesco Bond Fund Common Stock,$15.54,-0.04,-0.257%,0.00,United States,,57617,Finance,Trusts Except Educational Religious and Charitable
VCV,Invesco California Value Municipal Income Trust Common Stock,$10.75,-0.03,-0.278%,514823144.00,United States,,136517,Finance,Trusts Except Educational Religious and Charitable
VEEV,Veeva Systems Inc. Class A Common Stock,$242.00,-0.28,-0.116%,39780408910.00,United States,2013,1389261,Technology,Computer Software: Prepackaged Software
VEL,Velocity Financial Inc. Common Stock,$18.85,-0.12,-0.633%,733265566.00,United States,2020,56242,Finance,Finance: Consumer Services
VET,Vermilion Energy Inc. Common (Canada),$9.04,-0.03,-0.331%,1387043360.00,Canada,,1328453,Energy,Oil & Gas Production
VFC,V.F. Corporation Common Stock,$19.05,0.48,2.585%,7443306640.00,United States,,5558664,Industrials,Garments and Clothing
VG,Venture Global Inc. Class A common stock,$6.82,-0.20,-2.849%,16696114265.00,United States,2025,10272565,Utilities,Oil/Gas Transmission
VGI,Virtus Global Multi-Sector Income Fund Common Shares of Beneficial Interest,$7.8139,-0.0261,-0.333%,0.00,United States,2012,30728,Finance,Investment Managers
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),$10.36,0.02,0.193%,561843188.00,United States,,248447,Finance,Trusts Except Educational Religious and Charitable
VHI,Valhi Inc. Common Stock,$12.82,0.53,4.312%,362835396.00,United States,,107249,Basic Materials,Major Chemicals
VIA,Via Transportation Inc. Class A Common Stock,$32.29,-0.83,-2.506%,2615193578.00,,2025,454895,Technology,Computer Software: Prepackaged Software
VICI,VICI Properties Inc. Common Stock,$27.73,-0.27,-0.964%,29638139318.00,United States,2018,16340767,Real Estate,Real Estate Investment Trusts
VIK,Viking Holdings Ltd Ordinary Shares,$67.08,-0.53,-0.784%,29713121821.00,United States,2024,1804309,Consumer Discretionary,Marine Transportation
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two ordinary shares,$20.12,0.20,1.004%,11924824313.00,China,2012,2369162,Consumer Discretionary,Catalog/Specialty Distribution
VIRT,Virtu Financial Inc. Class A Common Stock,$35.38,-0.07,-0.197%,5412030059.00,United States,,635510,Finance,Investment Bankers/Brokers/Service
VIST,Vista Energy S.A.B. de C.V. American Depositary Shares each representing one series A share with no par value,$50.88,-0.91,-1.757%,4848123849.00,Mexico,2019,1129701,Energy,Oil & Gas Production
VIV,Telefonica Brasil S.A. American Depositary Shares (Each representing One Common Share),$12.16,-0.92,-7.034%,19780460465.00,Brazil,2020,1327448,Telecommunications,Telecommunications Equipment
VKQ,Invesco Municipal Trust Common Stock,$9.63,-0.04,-0.414%,532881009.00,United States,,200190,Finance,Trusts Except Educational Religious and Charitable
VLN,Valens Semiconductor Ltd. Ordinary Shares,$1.68,0.00,0.00%,177607352.00,,,412465,Technology,Semiconductors
VLO,Valero Energy Corporation Common Stock,$174.14,-0.81,-0.463%,53114361121.00,United States,,2202923,Energy,Integrated oil Companies
VLRS,Controladora Vuela Compania de Aviacion S.A.B. de C.V. American Depositary Shares each representing ten (10) Ordinary Participation Certificates,$7.47,-0.37,-4.719%,870984580.00,,2013,266890,Consumer Discretionary,Air Freight/Delivery Services
VLT,Invesco High Income Trust II,$11.14,0.01,0.09%,0.00,United States,1989,16373,Finance,Trusts Except Educational Religious and Charitable
VLTO,Veralto Corp Common Stock ,$102.16,-0.73,-0.709%,25366056765.00,United States,2023,962929,Industrials,Electrical Products
VMC,Vulcan Materials Company (Holding Company) Common Stock,$294.87,1.22,0.415%,38961439957.00,United States,,846428,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMI,Valmont Industries Inc. Common Stock,$414.89,1.05,0.254%,8173183225.00,United States,,163967,Industrials,Metal Fabrications
VMO,Invesco Municipal Opportunity Trust Common Stock,$9.61,0.00,0.00%,648104983.00,United States,,251944,Finance,Trusts Except Educational Religious and Charitable
VNO,Vornado Realty Trust Common Stock,$34.82,-0.63,-1.777%,6687349250.00,United States,,2596457,Real Estate,Real Estate Investment Trusts
VNO^L,Vornado Realty Trust Pfd Ser L %,$17.91,0.17,0.958%,,United States,,47130,,
VNO^M,Vornado Realty Trust 5.25% Series M Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share no par value per share,$17.5901,0.0401,0.228%,,United States,,12537,,
VNO^N,Vornado Realty Trust 5.25% Series N Cumulative Redeemable Preferred Shares of Beneficial Interest liquidation preference $25.00 per share,$17.30,0.08,0.465%,,United States,,59450,,
VNO^O,Vornado Realty Trust 4.45% Series O Cumulative Redeemable Preferred Shares Liquidation Preference $25.00 Per Share,$14.88,0.02,0.135%,,United States,,16151,,
VNT,Vontier Corporation Common Stock ,$36.20,0.17,0.472%,5252620000.00,United States,2020,960225,Industrials,Industrial Machinery/Components
VOC,VOC Energy Trust Units of Beneficial Interest,$2.93,-0.07,-2.333%,49810000.00,United States,2011,107421,Energy,Oil & Gas Production
VOYA,Voya Financial Inc. Common Stock,$70.82,-0.33,-0.464%,6739438278.00,United States,2013,771841,Finance,Life Insurance
VOYA^B,Voya Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,$24.47,0.02,0.082%,,United States,,14486,,
VOYG,Voyager Technologies Inc. Class A Common Stock,$23.75,0.24,1.021%,1414259799.00,United States,2025,1741476,Industrials,Military/Government/Technical
VPG,Vishay Precision Group Inc. Common Stock,$39.01,1.69,4.528%,518017067.00,United States,,202997,Technology,Electrical Products
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),$10.42,-0.01,-0.096%,248303848.00,United States,,47107,Finance,Trusts Except Educational Religious and Charitable
VRE,Veris Residential Inc. Common Stock,$14.28,-0.29,-1.99%,1334128635.00,United States,,636671,Real Estate,Real Estate Investment Trusts
VRT,Vertiv Holdings LLC Class A Common Stock,$189.02,6.48,3.55%,72269587923.00,United States,2018,7405203,Technology,Industrial Machinery/Components
VRTS,Virtus Investment Partners Inc. Common Stock,$161.79,2.73,1.716%,1092795185.00,United States,,61070,Finance,Investment Managers
VSCO,Victorias Secret & Co. Common Stock ,$49.05,7.48,17.994%,3932067989.00,United States,2021,12128272,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VSH,Vishay Intertechnology Inc. Common Stock,$15.20,0.05,0.33%,2060943604.00,United States,,1258382,Technology,Electrical Products
VST,Vistra Corp. Common Stock,$167.17,-8.90,-5.055%,56641457163.00,United States,,4514296,Utilities,Electric Utilities: Central
VSTS,Vestis Corporation Common Stock,$7.00,0.44,6.707%,923067726.00,United States,2023,3491766,,
VTEX,VTEX Class A Common Shares,$3.89,-0.11,-2.75%,740514622.00,United Kingdom,2021,1739759,Technology,Computer Software: Prepackaged Software
VTLE,Vital Energy Inc. Common Stock par value $0.01 per share,$18.97,0.36,1.934%,1568818450.00,United States,2011,365344,Energy,Oil & Gas Production
VTMX,Corporacion Inmobiliaria Vesta S.A.B de C.V. American Depositary Shares each representing ten (10) Common Shares,$31.06,0.04,0.129%,2747214883.00,,2023,54985,Finance,Real Estate
VTN,Invesco Trust for Investment Grade New York Municipals Common Stock,$11.67,0.06,0.517%,227401375.00,United States,,55433,Finance,Finance Companies
VTOL,Bristow Group Inc. Common Stock,$36.64,-0.70,-1.875%,1059628800.00,United States,,145195,Consumer Discretionary,Transportation Services
VTR,Ventas Inc. Common Stock,$80.61,0.16,0.199%,37865162943.00,United States,,2298621,Real Estate,Real Estate Investment Trusts
VTS,Vitesse Energy Inc. Common Stock,$21.53,-0.20,-0.92%,832643297.00,United States,2023,353466,Energy,Oil & Gas Production
VVR,Invesco Senior Income Trust Common Stock (DE),$3.29,0.00,0.00%,0.00,United States,1998,1029134,Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,$30.50,-0.18,-0.587%,3878309057.00,United States,2016,4705243,Industrials,Major Chemicals
